Breakout,,,,,
Episode Number,Episode Steps,Cumulative Steps,Reward,Score,Epsilon
3423,627,1867597,16,22,0.1
3424,1002,1868599,26,35,0.1
3425,864,1869463,23,38,0.1
3426,828,1870291,18,24,0.1
3427,816,1871107,21,33,0.1
3428,570,1871677,13,13,0.1
3429,685,1872362,19,28,0.1
3430,746,1873108,21,30,0.1
3431,628,1873736,16,16,0.1
3432,699,1874435,18,18,0.1
3433,762,1875197,18,21,0.1
3434,966,1876163,24,33,0.1
3435,725,1876888,19,31,0.1
3436,825,1877713,24,27,0.1
3437,1049,1878762,29,38,0.1
3438,567,1879329,14,17,0.1
3439,696,1880025,18,30,0.1
3440,718,1880743,17,20,0.1
3441,1069,1881812,28,34,0.1
3442,929,1882741,24,33,0.1
3443,858,1883599,21,30,0.1
3444,938,1884537,25,34,0.1
3445,697,1885234,18,21,0.1
3446,967,1886201,26,35,0.1
3447,741,1886942,17,17,0.1
3448,775,1887717,21,30,0.1
3449,806,1888523,21,24,0.1
3450,605,1889128,16,19,0.1
3451,794,1889922,20,20,0.1
3452,819,1890741,19,22,0.1
3453,610,1891351,15,15,0.1
3454,465,1891816,9,15,0.1
3455,666,1892482,17,20,0.1
3456,781,1893263,20,29,0.1
3457,536,1893799,13,13,0.1
3458,860,1894659,25,31,0.1
3459,784,1895443,22,34,0.1
3460,821,1896264,23,23,0.1
3461,803,1897067,21,24,0.1
3462,760,1897827,20,20,0.1
3463,914,1898741,26,35,0.1
3464,545,1899286,14,17,0.1
3465,401,1899687,9,9,0.1
3466,743,1900430,19,28,0.1
3467,763,1901193,21,24,0.1
3468,668,1901861,17,20,0.1
3469,680,1902541,16,22,0.1
3470,777,1903318,21,30,0.1
3471,789,1904107,21,27,0.1
3472,692,1904799,19,25,0.1
3473,835,1905634,23,35,0.1
3474,943,1906577,26,38,0.1
3475,800,1907377,20,26,0.1
3476,640,1908017,17,20,0.1
3477,979,1908996,26,32,0.1
3478,815,1909811,19,31,0.1
3479,661,1910472,16,16,0.1
3480,1040,1911512,28,37,0.1
3481,991,1912503,23,32,0.1
3482,634,1913137,16,22,0.1
3483,937,1914074,23,29,0.1
3484,881,1914955,25,34,0.1
3485,656,1915611,17,20,0.1
3486,818,1916429,21,27,0.1
3487,563,1916992,13,16,0.1
3488,613,1917605,16,22,0.1
3489,821,1918426,21,30,0.1
3490,1047,1919473,27,36,0.1
3491,511,1919984,13,22,0.1
3492,872,1920856,24,33,0.1
3493,596,1921452,15,15,0.1
3494,717,1922169,17,20,0.1
3495,840,1923009,24,36,0.1
3496,1174,1924183,32,41,0.1
3497,699,1924882,18,24,0.1
3498,582,1925464,14,14,0.1
3499,809,1926273,22,34,0.1
3500,855,1927128,24,30,0.1
3501,746,1927874,20,26,0.1
3502,682,1928556,16,19,0.1
3503,641,1929197,15,18,0.1
3504,888,1930085,23,29,0.1
3505,1080,1931165,27,42,0.1
3506,991,1932156,25,31,0.1
3507,674,1932830,18,24,0.1
3508,873,1933703,22,28,0.1
3509,1056,1934759,28,43,0.1
3510,766,1935525,20,26,0.1
3511,965,1936490,24,27,0.1
3512,913,1937403,21,27,0.1
3513,748,1938151,20,29,0.1
3514,664,1938815,18,27,0.1
3515,962,1939777,24,33,0.1
3516,807,1940584,22,28,0.1
3517,834,1941418,22,28,0.1
3518,830,1942248,21,33,0.1
3519,844,1943092,25,34,0.1
3520,973,1944065,24,36,0.1
3521,797,1944862,23,35,0.1
3522,739,1945601,19,19,0.1
3523,1024,1946625,27,36,0.1
3524,635,1947260,16,22,0.1
3525,728,1947988,20,23,0.1
3526,861,1948849,24,36,0.1
3527,881,1949730,21,39,0.1
3528,496,1950226,11,11,0.1
3529,920,1951146,23,32,0.1
3530,899,1952045,23,32,0.1
3531,842,1952887,24,30,0.1
3532,1056,1953943,29,47,0.1
3533,875,1954818,24,30,0.1
3534,815,1955633,18,24,0.1
3535,780,1956413,20,32,0.1
3536,1221,1957634,32,50,0.1
3537,756,1958390,21,30,0.1
3538,668,1959058,16,22,0.1
3539,687,1959745,16,19,0.1
3540,916,1960661,26,44,0.1
3541,889,1961550,25,37,0.1
3542,663,1962213,16,19,0.1
3543,854,1963067,21,27,0.1
3544,1003,1964070,28,46,0.1
3545,806,1964876,19,22,0.1
3546,856,1965732,23,29,0.1
3547,843,1966575,22,25,0.1
3548,720,1967295,20,32,0.1
3549,963,1968258,18,18,0.1
3550,850,1969108,24,36,0.1
3551,884,1969992,23,29,0.1
3552,823,1970815,23,29,0.1
3553,834,1971649,21,24,0.1
3554,947,1972596,24,30,0.1
3555,967,1973563,25,31,0.1
3556,946,1974509,26,41,0.1
3557,636,1975145,17,26,0.1
3558,710,1975855,20,26,0.1
3559,663,1976518,17,26,0.1
3560,1044,1977562,29,41,0.1
3561,825,1978387,19,25,0.1
3562,701,1979088,18,24,0.1
3563,1092,1980180,28,34,0.1
3564,785,1980965,21,24,0.1
3565,908,1981873,24,36,0.1
3566,850,1982723,21,27,0.1
3567,626,1983349,15,15,0.1
3568,827,1984176,22,22,0.1
3569,692,1984868,18,27,0.1
3570,790,1985658,19,22,0.1
3571,764,1986422,19,22,0.1
3572,630,1987052,15,18,0.1
3573,653,1987705,13,16,0.1
3574,996,1988701,25,28,0.1
3575,874,1989575,25,31,0.1
3576,776,1990351,22,28,0.1
3577,802,1991153,22,28,0.1
3578,765,1991918,21,21,0.1
3579,815,1992733,21,21,0.1
3580,657,1993390,17,20,0.1
3581,774,1994164,20,32,0.1
3582,794,1994958,22,28,0.1
3583,937,1995895,25,40,0.1
3584,827,1996722,21,21,0.1
3585,683,1997405,18,27,0.1
3586,1085,1998490,28,40,0.1
3587,604,1999094,15,15,0.1
3588,1084,2000178,29,41,0.1
3589,801,2000979,19,22,0.1
3590,721,2001700,16,22,0.1
3591,907,2002607,26,32,0.1
3592,825,2003432,21,27,0.1
3593,941,2004373,24,36,0.1
3594,866,2005239,22,37,0.1
3595,690,2005929,18,27,0.1
3596,657,2006586,17,17,0.1
3597,801,2007387,20,23,0.1
3598,734,2008121,18,27,0.1
3599,770,2008891,20,26,0.1
3600,1039,2009930,27,39,0.1
3601,783,2010713,22,28,0.1
3602,974,2011687,26,38,0.1
3603,902,2012589,25,28,0.1
3604,705,2013294,18,24,0.1
3605,909,2014203,23,29,0.1
3606,927,2015130,25,34,0.1
3607,1067,2016197,29,41,0.1
3608,900,2017097,22,31,0.1
3609,941,2018038,25,31,0.1
3610,904,2018942,23,32,0.1
3611,907,2019849,24,33,0.1
3612,729,2020578,19,28,0.1
3613,661,2021239,16,25,0.1
3614,713,2021952,20,29,0.1
3615,685,2022637,18,27,0.1
3616,1258,2023895,37,61,0.1
3617,902,2024797,25,31,0.1
3618,1010,2025807,25,34,0.1
3619,751,2026558,21,30,0.1
3620,790,2027348,19,19,0.1
3621,790,2028138,20,23,0.1
3622,782,2028920,20,29,0.1
3623,643,2029563,13,19,0.1
3624,749,2030312,20,26,0.1
3625,703,2031015,18,18,0.1
3626,758,2031773,21,30,0.1
3627,890,2032663,21,24,0.1
3628,766,2033429,21,24,0.1
3629,1015,2034444,27,36,0.1
3630,808,2035252,21,27,0.1
3631,838,2036090,23,26,0.1
3632,1050,2037140,27,33,0.1
3633,659,2037799,16,25,0.1
3634,610,2038409,16,19,0.1
3635,827,2039236,22,25,0.1
3636,439,2039675,10,10,0.1
3637,782,2040457,21,24,0.1
3638,763,2041220,17,17,0.1
3639,650,2041870,18,27,0.1
3640,771,2042641,21,33,0.1
3641,684,2043325,17,17,0.1
3642,733,2044058,19,22,0.1
3643,755,2044813,20,26,0.1
3644,886,2045699,23,32,0.1
3645,682,2046381,17,17,0.1
3646,865,2047246,24,30,0.1
3647,852,2048098,20,26,0.1
3648,796,2048894,20,26,0.1
3649,582,2049476,14,17,0.1
3650,894,2050370,25,34,0.1
3651,979,2051349,27,39,0.1
3652,659,2052008,17,23,0.1
3653,610,2052618,16,19,0.1
3654,588,2053206,14,14,0.1
3655,802,2054008,22,31,0.1
3656,1036,2055044,29,38,0.1
3657,808,2055852,20,23,0.1
3658,465,2056317,11,11,0.1
3659,719,2057036,18,18,0.1
3660,690,2057726,14,17,0.1
3661,900,2058626,23,23,0.1
3662,725,2059351,19,19,0.1
3663,1049,2060400,26,35,0.1
3664,1107,2061507,31,49,0.1
3665,458,2061965,11,14,0.1
3666,1125,2063090,28,34,0.1
3667,606,2063696,15,21,0.1
3668,879,2064575,24,27,0.1
3669,768,2065343,19,22,0.1
3670,776,2066119,23,38,0.1
3671,699,2066818,17,23,0.1
3672,568,2067386,14,17,0.1
3673,794,2068180,21,21,0.1
3674,727,2068907,19,25,0.1
3675,769,2069676,22,37,0.1
3676,722,2070398,17,20,0.1
3677,732,2071130,19,28,0.1
3678,668,2071798,16,19,0.1
3679,634,2072432,18,27,0.1
3680,931,2073363,26,38,0.1
3681,1062,2074425,28,43,0.1
3682,768,2075193,21,24,0.1
3683,831,2076024,22,31,0.1
3684,822,2076846,22,31,0.1
3685,1100,2077946,30,39,0.1
3686,1052,2078998,29,44,0.1
3687,672,2079670,17,23,0.1
3688,723,2080393,18,21,0.1
3689,564,2080957,14,14,0.1
3690,920,2081877,23,23,0.1
3691,947,2082824,24,30,0.1
3692,619,2083443,14,20,0.1
3693,666,2084109,18,27,0.1
3694,707,2084816,18,18,0.1
3695,790,2085606,21,27,0.1
3696,851,2086457,21,30,0.1
3697,919,2087376,24,30,0.1
3698,1019,2088395,28,43,0.1
3699,846,2089241,22,28,0.1
3700,1043,2090284,26,38,0.1
3701,765,2091049,20,23,0.1
3702,857,2091906,20,29,0.1
3703,790,2092696,22,31,0.1
3704,822,2093518,22,31,0.1
3705,718,2094236,18,18,0.1
3706,663,2094899,18,24,0.1
3707,501,2095400,11,11,0.1
3708,735,2096135,20,20,0.1
3709,980,2097115,26,38,0.1
3710,591,2097706,15,24,0.1
3711,508,2098214,11,11,0.1
3712,758,2098972,19,22,0.1
3713,829,2099801,23,38,0.1
3714,860,2100661,24,36,0.1
